id,S148,S150
27227,False,False
27228,False,False
27229,False,False
27230,False,False
27231,False,False
27232,False,False
27233,False,False
27234,False,False
27235,False,False
27236,False,False
27237,False,False
27238,False,False
27239,False,False
27240,False,False
27241,False,False
27242,False,False
27243,False,False
27244,False,False
27245,False,False
27246,False,False
27247,False,False
27248,False,False
27249,False,False
27250,False,False
27251,False,False
27252,False,False
27253,False,False
27254,False,False
27255,False,False
27256,False,False
27257,False,False
27258,False,False
27259,False,False
27260,False,False
27261,False,False
27262,False,False
27263,False,False
27264,False,False
27265,False,False
27266,False,False
27267,False,False
27268,False,False
27269,False,False
27270,False,False
27271,False,False
27272,False,False
27273,False,False
27274,False,False
27275,False,False
27276,False,False
27277,False,False
27278,False,False
27279,False,False
27280,False,False
27281,False,False
27282,False,False
27283,False,False
27284,False,False
27285,False,False
27286,False,False
27287,False,False
27288,False,False
27289,False,False
27290,False,False
27291,False,False
27292,False,False
27293,False,False
27294,False,False
27295,False,False
27296,False,False
27297,False,False
27298,False,False
27299,False,False
27300,False,False
27301,False,False
27302,False,False
27303,False,False
27304,False,False
27305,False,False
27306,False,False
27307,False,False
27308,False,False
27309,False,False
27310,False,False
27311,False,False
27312,False,False
27313,False,False
27314,False,False
27315,False,False
27316,False,False
27317,False,False
27318,False,False
27319,False,False
27320,False,False
27321,False,False
27322,False,False
27323,False,False
27324,False,False
27325,False,False
27326,False,False
27327,False,False
27328,False,False
27329,False,False
27330,False,False
27331,False,False
27332,False,False
27333,False,False
27334,False,False
27335,False,False
27336,False,False
27337,False,False
27338,False,False
27339,False,False
27340,False,False
27341,False,False
27342,False,False
27343,False,False
27344,False,False
27345,False,False
27346,False,False
27347,False,False
27348,False,False
27349,False,False
27350,False,False
27351,False,False
27352,False,False
27353,False,False
27354,False,False
27355,False,False
27356,False,False
27357,False,False
27358,False,False
27359,False,False
27360,False,False
27361,False,False
27362,False,False
27363,False,False
27364,False,False
27365,False,False
27366,False,False
27367,False,False
27368,False,False
27369,False,False
27370,False,False
27371,False,False
27372,False,False
27373,False,False
27374,False,False
27375,False,False
27376,False,False
27377,False,False
27378,False,False
27379,False,False
27380,False,False
27381,False,False
27382,False,False
27383,False,False
27384,False,False
27385,False,False
27386,False,False
27387,False,False
27388,False,False
27389,False,False
27390,False,False
27391,False,False
27392,False,False
27393,False,False
27394,False,False
27395,False,False
27396,False,False
27397,False,False
27398,False,False
27399,False,False
27400,False,False
27401,False,False
27402,False,False
27403,False,True
27404,False,False
27405,False,False
27406,False,False
27407,False,False
27408,False,False
27409,False,False
27410,False,False
27411,False,False
27412,False,False
27413,False,False
27414,False,False
27415,False,False
27416,False,False
27417,False,False
27418,False,False
27419,False,False
27420,False,False
27421,True,True
27422,False,False
27423,False,False
27424,False,False
27425,False,False
27426,False,False
27427,False,False
27428,False,False
27429,False,False
27430,False,False
27431,False,False
27432,False,False
27433,False,False
27434,False,False
27435,False,False
27436,False,False
27437,False,False
27438,False,False
27439,False,False
27440,False,False
27441,False,False
27442,False,False
27443,False,False
27444,False,False
27445,False,False
27446,False,False
27447,False,False
27448,False,False
27449,False,False
27450,False,False
27451,False,False
27452,False,False
27453,False,False
27454,False,False
27455,False,False
27456,False,False
27457,False,False
27458,False,False
27459,False,False
27460,False,False
27461,False,False
27462,False,False
27463,False,False
27464,False,False
27465,False,False
27466,False,False
27467,False,False
27468,False,False
27469,False,False
27470,False,False
27471,False,False
27472,False,False
27473,False,False
27474,False,False
27475,False,False
27476,False,False
27477,False,False
27478,False,False
27479,False,False
27480,False,False
27481,False,False
27482,False,False
27483,False,False
27484,False,False
27485,False,False
27486,False,False
27487,False,False
27488,False,False
27489,False,False
27490,False,False
27491,False,False
27492,False,False
27493,False,False
27494,False,False
27495,False,False
27496,False,False
27497,False,False
27498,False,False
27499,False,False
27500,True,True
27501,False,False
27502,False,False
27503,False,False
27504,False,False
27505,False,False
27506,False,False
27507,False,False
27508,False,False
27509,False,False
27510,False,False
27511,False,False
27512,False,False
27513,False,False
27514,False,False
27515,False,False
27516,False,False
27517,False,False
27518,False,False
27519,False,False
27520,False,False
27521,False,False
27522,False,False
27523,False,False
27524,False,False
27525,False,False
27526,False,False
27527,False,False
27528,False,False
27529,False,False
27530,False,False
27531,False,False
27532,False,False
27533,False,False
27534,False,False
27535,False,False
27536,False,False
27537,False,False
27538,False,False
27539,False,False
27540,False,False
27541,False,False
27542,False,False
27543,False,False
27544,False,False
27545,False,False
27546,False,False
27547,False,False
27548,False,False
27549,False,False
27550,False,False
27551,False,False
27552,False,False
27553,False,False
27554,False,False
27555,False,False
27556,False,False
27557,False,False
27558,False,False
27559,False,False
27560,False,False
27561,False,False
27562,False,False
27563,False,False
27564,False,False
27565,False,False
27566,False,False
27567,False,False
27568,False,False
27569,False,False
27570,False,False
27571,False,False
27572,False,False
27573,False,False
27574,False,False
27575,False,False
27576,False,False
27577,False,False
27578,False,False
27579,False,False
27580,False,False
27581,False,False
27582,False,False
27583,False,False
27584,False,False
27585,False,False
27586,False,False
27587,False,False
27588,False,False
27589,False,False
27590,False,False
27591,False,False
27592,False,False
27593,False,False
27594,False,False
27595,False,False
27596,False,False
27597,False,False
27598,False,False
27599,False,False
27600,False,False
27601,False,False
27602,False,False
27603,False,False
27604,False,False
27605,False,False
27606,False,False
27607,False,False
27608,False,False
27609,False,False
27610,False,False
27611,False,False
27612,False,False
27613,False,False
27614,False,False
27615,False,False
27616,False,False
27617,False,False
27618,False,False
27619,False,False
27620,False,False
27621,False,False
27622,False,False
27623,False,False
27624,False,False
27625,False,False
27626,False,False
27627,False,False
27628,False,False
27629,False,False
27630,False,False
27631,False,False
27632,False,False
27633,False,False
27634,False,False
27635,False,False
27636,False,False
27637,False,False
27638,False,False
27639,False,False
27640,False,False
27641,False,False
27642,False,False
27643,False,False
27644,False,False
27645,False,False
27646,False,False
27647,False,False
27648,False,False
27649,False,False
27650,False,False
27651,False,False
27652,False,False
27653,False,False
27654,False,False
27655,False,False
27656,False,False
27657,False,False
27658,False,False
27659,False,False
27660,False,False
27661,False,False
27662,False,False
27663,False,False
27664,False,False
27665,False,False
27666,False,False
27667,False,False
27668,False,False
27669,False,False
27670,False,False
27671,False,False
27672,False,False
27673,False,False
27674,False,False
27675,False,False
27676,False,False
27677,False,False
27678,False,False
27679,False,False
27680,False,False
27681,False,False
27682,False,False
27683,False,False
27684,False,False
27685,False,False
27686,False,False
27687,False,False
27688,False,False
27689,False,False
27690,False,False
27691,False,False
27692,False,False
27693,False,False
27694,False,False
27695,False,False
27696,False,False
27697,False,False
27698,False,False
27699,False,False
27700,False,False
27701,False,False
27702,False,False
27703,False,False
27704,False,False
27705,False,False
27706,False,False
27707,False,False
27708,False,False
27709,False,False
27710,False,False
27711,False,False
27712,False,False
27713,False,False
27714,False,False
27715,False,False
27716,False,False
27717,False,False
27718,False,False
27719,False,False
27720,False,False
27721,False,False
27722,False,False
27723,False,False
27724,False,False
27725,False,False
27726,False,False
27727,False,False
27728,False,False
27729,False,False
27730,False,False
